s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
24,Cecily Brown,Trouble in Paradise ,representation,Tate,9,0,1,"1, oil on canvas",191 x 229 x 5 cm,1999,0,1,0,0,0,0,0,1,0,1,4,0,2,4,0,0,5,5,"chaotic accumulation of lines in all directions, thick paint, semi-rep. areas squashed in by textural lines, hybrid biomorphic forms, textural brushwork, viscous paintly gestures"
110,Albert Oehlen,More Fire and Ice,conceptual,NYT also Tate,5,0,1,"1, mixed media on canvas",351 x 340 cm,2001,0,1,0,0,0,0,1,3,0,4,4,0,4,3,0,0,5,5,"mixes images & abstract & spaces and lines & areas; poured, sprayed, paint applied in multiple semi-transparent layers, from all directions"
158,Robert Ryman,Document ,conceptual,Pace Gallery (also Tate),1,0,1,"1, oil on canvas",198 x 198 cm,2002,0,0,0,0,0,0,0,1,0,2,3,0,4,1,0,0,5,5,"repeated curved lines overlaying, textural paint marks; work nearly always explores white & repetition"
288,Sarah Walker,Blue Band,,MoMA,1,0,1,"1, synthetic polymer paint on paper",130 x 122 cm,2003,0,0,0,0,0,0,1,4,3,2,2,1,2,4,0,5,5,5,"grid, points, different sizes, variegated ground, complex web of 2 layers over areas of color"
184,Adriana VarejМЈo,Folds 2,,Guggenheim also Tate,13,0,1,"1, oil on canvas over aluminum, mounted to wood w/ oil painted polyurethane",241 x 230 x 40 cm,2003,0,1,0,0,0,1,0,2,0,0,3,2,0,4,0,0,3,5,"combination of 2 different elements, textural, spiky poking thro' squared paper ground, hard to tell what this is, materials, plays w/ depth & suggestion"
273,Yun-Fei Ji,The Empty City: Autumn Colors,,MoMA,14,0,1,"1, Chinese watercolor and ink on Chinese paper",80 x 235 cm,2003,1,0,0,0,0,0,1,3,1,4,2,1,1,4,0,0,5,5,"combination of landscape spaces, foregrounds & deeper space, leaning angular gnarled trees, light washes, composition, sense of the elements, blown trees"
127,Sigmar Polke,Untitled (Square 2),,Tate,5,0,1,"1, gold paint, oil & acrylic paint on canvas",200 x 190 x 2 cm,2003,0,1,0,0,0,0,1,4,0,1,2,0,2,4,0,5,5,5,"combination of different images, pouring, stenciling, dynamic tension bet expressive gesture & mechanical reproduction, 5ed images, dots & painterly marks, overlaying, multiple orientations, unusual materials"
50,Eberhard Havekost,Ghost 1,representation,Tate,5,0,1,"1, oil on canvas",150 x 80 x 2 cm,2004,1,0,0,0,0,0,0,4,0,1,2,0,0,4,0,0,0,5,"back view of figure, clothing, lack of information, generalized, hazy quality of paint handling, enigmatic"
134,Ged Quinn,Cross in the Wilderness ,surrealism,Tate,9,0,1,"1, oil on canvas",267 x 183 x 3 cm,2004,1,0,0,0,0,0,1,3,4,4,0,0,0,3,0,0,3,5,"relative size of objects out of balance, different scales/sizes, surrealist, dark tones, strange combinations"
56,Charline von Heyl,Twelve Thirty ,conceptual,Petzel Gallery,1,0,1,"1, acrylic on canvas",218 x 208 cm,2005,0,0,0,0,0,0,0,3,4,3,0,0,4,2,0,0,5,3,"layering of 2 systems, spaces, different weights of lines, values, sizes, sense of web, plays w/ digital & 1 space & disorienting viewer"
155,Sterling Ruby,(Mapping) Maybelline еЁ Wet Shine Cherry Rain,,Foxy Production (also Tate),1,0,1,"1, nail polish & sharpie pen on card",81 x 102 cm,2006,0,0,0,0,0,0,1,2,0,0,3,0,3,4,0,3,5,0,"combination of poured lines & geometric thin lines w/ splattered points, empty space, gooey materials, dripping, 2 kinds of 2 space in nail polish"
247,Mark Bradford,Disappear Like a Dope Fiend,,New Yorker also MoMA,1,0,1,"1, mixed media, collage on canvas",119 x 155 cm,2006,0,1,0,0,0,0,0,5,1,1,1,1,2,1,0,0,5,5,"collage, overlayering, scraping, overlapping, repetitive, snippets of information, layered but showing some of layers below"
249,Wade Guyton,Untitled,,MoMA,1,0,1,"1, inkjet on canvas",217 x 175 cm,2006,0,0,0,0,0,0,0,5,2,2,3,0,0,1,0,0,5,0,"folded canvas run through 5er more than once so smudging on one side, overlayering, alignment off, left is blurred & Xs not solid & overlaid, drips, whereas right is sharp; uncertain space"
96,Julie Mehretu,Black City ,abstraction,White Cube Gallery (also Tate),1,0,1,"1, ink & acrylic on canvas",305 x 488 cm,2007,0,0,0,0,0,0,1,3,2,2,2,1,4,3,0,3,5,5,"layering of lines & shapes w/ semi-see through paint to create space, lines angled as if spinning from center out, spatial depth, ambiguous"
272,Mary Weatherford,vines,,David Kordansky Gallery also MoMA,1,0,1,"1, flashe on linen",94 x 112 cm,2007,0,0,0,0,0,0,1,4,0,3,4,0,1,4,0,0,5,3,"use of overlayered lines, sense of handmade drawn line, spatial depth"
133,R.H. Quaytman,Chapter 12: iamb,conceptual,File Magazine also Tate,1,0,1,"1, silkscreen, gesso on wood",51 x 82 cm,2008,0,0,0,0,0,0,1,4,4,3,0,0,3,0,0,0,5,5,"repeated parallel lines vertical & horizontal, dots where they cross, subtly uneven background, grid, spatial ambiguity, optical illusion"
204,Christopher Wool ,Untitled,abstraction,luhringaugustine.com also Tate,1,0,1,"1, silkscreen ink on linen",244 x 183 cm,2009,0,0,0,0,0,0,1,4,0,3,3,2,1,4,0,3,3,5,"repetition, partial images, empty spaces, semi-transparent layers w/ parts overlayed - sense of multiples"
60,Rebecca Horn ,Landscape of the Golem II ,postmod,Sean Kelly Gallery,5,0,1,"1, acrylic on paper",40 x 30 cm,2010,0,0,0,0,0,0,1,4,2,2,4,0,1,4,0,0,3,5,"floating, ambiguous textural shapes and lines, odd space created"
62,Shirazeh Houshiary,Vapour,postmod,Lehmann Maupin Gallery,23,0,1,"1, pencil & aquacryl on canvas & aluminum",270 x 190 cm,2010,0,0,0,0,0,0,1,2,2,3,3,1,4,0,0,3,5,5,"undulating surface, repeated color pencil marks, more in center & darker color, seeming layers of marks/lines"
165,Shozo Shimamoto,Untitled ,gutai,De Buck Gallery also Tate,27,0,1,"1, acrylic & newspaper",50 x 72 cm,2010,0,0,0,0,0,0,1,4,0,0,3,0,3,0,0,5,5,0,"dripping paint thro' holes, movement, empty space, what is behind the paper/canvas?"
115,Gabriel Orozco,River Rocks Eroded,conceptual,White Cube Gallery (also Tate),31,0,1,"1, acrylic on canvas",137 x 90 cm,2011,0,0,0,0,0,0,1,4,2,2,2,2,0,4,0,5,0,5,"dots over indeterminate shapes, sense of what shapes are behind 'grid' layer"
70,Guillermo Kuitca,Untitled,postminimal,Sperone Westwater,10,0,1,"1, oil on canvas",45 x 55 cm,2013,0,0,0,0,0,0,0,0,1,1,1,0,2,5,0,0,0,5,"shape facing in different directions, almost arrows pointing in opposite ways, hard to tell what it is "
311,Michael Krebber ,Untitled (1),,Greene Naftali Gallery and MoMA,5,0,1,"1, lacquer on canvas",160 x 120 cm,2013,0,1,0,0,0,0,0,1,0,5,5,0,0,3,0,5,5,3,"spray paint, empty space, pixelation, minimal means, sense of shading creates odd space, what is it, how is it made, what are the space & objects depicted"
179,Alison Turnbull,Ecliptic,,alison-turnbull.com also Tate,9,0,1,"1, oil, acrylic & silverpoint on canvas",150 x 230 cm,2013,0,0,0,0,0,0,1,2,4,4,0,1,3,0,0,5,5,0,"repetition & seriality, 2 circumscribed w/in 2 rectangles, different sizes of dots, some joined by open lines, 2 rectangles, light"
81,Antoni Malinowski ,It's so green outside it is difficult to leave the window,abstraction,Camden Arts Center (Tate also),8,0,1,"1, acrylic on glass",30 x 21 x 1 cm,2014,0,0,0,0,0,0,1,5,1,3,2,0,3,1,0,0,5,0,"repetitive marks in specific direction in specific areas, 2 colors, suspended in space by use of glass as support"
270,Pat Steir ,Opacity Velocity,abstraction,Cheim & Read also MoMA,1,0,1,"1, oil on canvas",213 x 213 cm,2014,0,0,0,0,0,0,0,1,0,4,4,1,0,2,0,0,5,5,"division into 2 parts, poured paint, thinness of paint"
58,Robert Holyhead,Untitled (Rift),abstraction,robertholyhead.com (has work in Tate),9,0,1,"1, oil on canvas",51 x 36 cm,2014,0,0,0,0,0,0,0,5,0,2,0,0,2,3,0,0,0,5,"repeated painted shape, doubling, but not quite, ""ordered and едМЭМЏrationalедМЭеќ objects, but located in an uncertain place"
252,Richard Aldrich,Flying UFO Flying,,"Bortolami Gallery, also MoMA",1,0,1,"1, oil & wax on linen",213 x 147 cm,2015,0,0,0,0,0,0,0,4,3,2,2,0,0,4,0,5,5,5,"small & large together, part /  quarter of large shape cut off, different sizes, empty space, different transparencies, splatters, textures"
342,Sheila Hicks ,Unfinished Conversation,,SIkkema Jenkins Gallery also MoMA,1,0,1,"1, wool, linen, wood, aluminum",105 x 105 cm,2015,0,0,0,0,0,1,0,2,1,3,4,0,1,3,0,0,5,5,"half woven & half not, use of one color, 'basic' use of materials, jagged sides of woven horizontal shape, not really a 1, a 6 or an object, more of a woven piece"
304,Sue Williams,Chicken Leg in Yellow,,303 Gallery also MoMA,1,0,1,"1, oil on canvas",178 x 203 cm,2017,0,1,0,0,0,0,0,2,3,0,1,1,4,4,0,3,5,5,"all over, all directions, spillage, orientation, almost chaos, semi- representational, ranging from splotches to tiny odd 2s, different sizes, unfixed space, unmoored images, what is going on"
215,YМ©anzi,"Section 1, Les pМ©troliers series",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,0,1,"1, mixed media on silk-screen 5ed fabric",96 x 125 cm,2017,1,0,0,0,0,0,0,4,2,1,3,0,0,3,0,5,0,5,scattered semi-abstract points making image on light 2-color ground
231,TomМБs Hiepes,Landscape with a Vine,representation,Prado Museum,34,0,1,"1, oil on canvas",67 x 90 cm,1645,1,0,0,0,0,0,1,3,5,0,1,1,0,4,0,0,5,5,"relative size of grapes and leaves against tree/landscape, slightly surrealist air, hard to comprehend what things are, foreground, background because of sizes in relation to space"
232,Giandomenico Tiepolo,"The Mondo Nuovo, 2nd 1 P7805",representation,Prado Museum,6,0,1,"1, oil on canvas",34 x 58 cm,1765,1,0,0,0,0,0,0,4,1,1,0,1,0,3,0,0,3,5,"2nd of two 1s (P7805), line of figures w/ back to viewer, interesting with so many back views of people, what is going on, what is everyone looking at"
388,Joseph Mallord William Turner,"Norham Castle, Sunrise",,Tate Gallery,9,0,1,"1, oil on canvas",91 x 122 cm,1845,1,0,0,0,0,0,1,0,0,4,4,3,0,1,0,0,0,5,"light colors, no sharp edges, tones, colors meld into each other, lumiosity, uncertain where things are in space, light ethereal space, paint marks evident on surface of 1, closeup this looks more like abstract paint marks"
220,V. Arnawaz,no title on website,,"Cholamandal Artists' Village, Madras",22,0,1,"1,",,1970,0,1,0,0,0,0,0,1,0,4,0,2,0,4,0,3,5,0,"abstract & semi-representational, all over, milky, fading quality and hard to assess what the shapes are"
241,Fabrianne Peterson Nampitjinpa,Damper Seed,,japingkaaboriginalart.com,11,0,1,"1, acrylic on canvas",90 x 75 cm,1990,0,0,0,0,0,0,0,4,0,4,1,1,0,0,0,5,0,0,"pattern from / towards center made w/ repeated dots & changing values, use of dots & fading out, movement"
242,Gloria Petyarre,Bush Medicine Leaves,,japingkaaboriginalart.com,11,0,1,"1, acrylic on linen",90 x 60 cm,1990,0,0,0,0,0,0,0,3,0,3,0,1,4,0,0,0,5,0,curved parallel thick short lines creating surface movement
243,Samantha Hobson,Wave Burst,,japingkaaboriginalart.com,11,0,1,"1, acrylic on linen",102 x 78 cm,2000,0,0,0,0,0,0,0,3,0,0,3,2,2,4,0,0,5,0,"acrylic, parallel thin lines as if viscous surface, particular curves of lines, changing color & sense of horizontal & vertical, moves eye around"
124,Georges Braque,Still Life with Banderillas,cubism,Met also Tate,34,1,1,"1, oil & charcoal with sand on canvas",65 x 55 cm,1911,0,1,0,0,0,0,1,4,0,3,4,0,4,4,0,0,5,3,"juxtaposition of parts of still life split into planar elements, fractured objects, parallel paint marks, cut up & collaged back together"
183,Cy Twombly,Academy ,,MoMA also Tate,1,1,1,"1, oil-based house paint, lead pencil, colored pencil, & pastel on canvas",191 x 241 cm,1955,0,0,0,0,0,0,1,2,0,3,2,0,1,4,0,0,5,0,"searching, repeated, markmaking, allover, layering, use of letters, words, urgently drawn, erasure, obscuring lines, layers, calligraphic"
89,Kenneth Martin,"Chance and Order Group VII, 2 6",constructivism,Tate,9,1,1,"1, crayon, graphite, watercolour on paper",34 x 23 cm,1971,0,0,0,0,0,0,0,4,0,1,1,2,4,0,0,3,5,0,"use of chance to make 2, use of overlapping, interlocking thick color lines"
147,Rita Donagh,Long Meadow,,Tate,9,1,1,"1, oil on canvas",152 x 152 cm,1982,0,1,0,0,0,0,1,3,0,4,4,0,4,4,0,0,5,5,"thin semi-transparent washes of paint, outlines of letters, upper layer of space w/ depth going down & back, lightly drawn multiple layers, H block prison blocks, weight of 'H's floating on atmosphere"
312,Glenn Ligon,Study for Black Like Me. #2,,MoMA,1,1,1,"1, oilstick on paper",81 x 38 cm,1992,1,0,0,0,0,0,0,3,0,4,5,0,0,1,0,3,5,5,"overlapping text, smudging paint, black all-capital oil-stick stenciled letters, repeated text, maybe slightly closer towards the bottom, definitely much darker, smudged ground & hard to read text"
111,Chris Ofili,Afrodizzia,conceptual,Saatchi also Tate,9,1,1,"1, oil, paper collage, glitter, polyester resin, map pins & elephant dung on linen",244 x 183 cm,1996,1,0,0,0,0,0,1,4,4,0,3,0,3,4,0,5,5,5,"parallel curved lines around dozens of cut-out photos of Miles Davis, Diana Ross, James Brown, Cassius Clay etc, different sizes, repetition, morphing spaces, patterning. 1 leans against wall on elephant dung. Complex."
300,John Baldessari ,Goya Series: And,,MoMA,1,1,1,"1, ink jet & synthetic polymer paint on canvas",191 x 152 cm,1997,1,0,0,0,0,0,0,4,2,1,1,0,0,4,0,5,5,5,"combination of word & image, with space around them, mottled surface - conceptual leaps; title taken from Goya's Disasters of War"
7,Fiona Banner,Break Point ,conceptual,Tate,9,1,1,"1, marker pen, acrylic on canvas",274 x 427 x 6 cm,1998,0,0,0,0,0,0,0,5,3,1,2,0,0,0,0,0,5,0,"ambiguity to do with reading text: placement of rows & of letters placed closer tog. further down, overlapping, textural handmade quality. Uncertainty occurs where the letters run over each other and the lines get denser the further down you go, to a point of being unable to read the words"
264,Michael Williams,DAD,,Gladstone Gallery also MoMA,1,1,1,"1, inkjet on canvas",198 x 262cm,2014,1,0,0,0,0,0,0,4,0,2,2,1,0,3,0,0,3,5,"uses digital 5outs, often w/ paint, realistic-seeming photoshop popup with choice of save/don't save, shows uncertainty through 3 text options - this, that or that"
156,Ed Ruscha,Untitled,conceptual,Gagosian also Tate,1,1,1,"1, acrylic on canvas",183 МОМФ 315 cm,2015,0,1,0,0,0,0,1,2,5,3,1,0,0,3,0,0,5,5,"size of words reducing in size and fading, bright light from bottom right,  countdown aspect to 1 as well as range in size & value"
236,Francisco de Goya y Lucientes ,Dos personajes asomМБndose a una salida luminosa,representation,Prado Museum,34,0,2,"2, red wash, red chalk on ivory laid paper",22 x 32 cm,1816,1,0,0,0,0,0,0,2,0,4,3,1,4,4,0,0,5,5,"loosely handled wash, slant of doorway, empty off-white space beyond, focus on nothing through doorway & how figures peer / point"
381,FrantiЃБek Kupka,Untitled,,MoMA,17,0,2,"2, colored pencil, pencil, ink, & oil on paper",23 x 16 cm,1930,0,0,0,0,0,0,0,4,4,2,2,3,2,3,0,0,5,5,"repetition, angles, dotted lines, cutout lines, circles, different sized elements, simple & complex, order w/ irregular moments, slight stained lines at angles on paper, what is this, hard to tell spatial angle, from above, buildings / interior / abstract? Large amount of paper left, markmaking evident, edge of lines are slightly wobbly, handmade quality"
357,Louise Bourgeois,Untitled,,MoMA,4,0,2,"2, ink, charcoal, & gouache on paper",50 x 65 cm,1949,0,0,0,0,0,0,0,2,1,2,3,1,4,4,0,0,5,3,"repetition of slightly curving leaning shapes w/ one side w/ parallel lines; blank spaces, one spot of color, use of space & repeated shapes (figures / trees / knives?) & one area of color which is hard to define, lines made with range of materials, hard to tell what the repeated vertical shapes represent / describe or the parallel fainter horizontal directional lines. some shapes go from top to bottom, most are much less tall"
375,Jacques Villon,Interior,,MoMA,4,0,2,"2, ink on paper",23 x 17 cm,1950,1,0,0,0,0,1,0,1,0,4,3,0,2,3,0,0,0,5,"overlayering, cross hatching, use of blank space, lightness, cross hatch layer all over the 2, lightweight marks only lines, no areas only light parallel lines, some marks more scribbled, loops, energetic handdrawn marks"
348,Otto Piene ,Untitled (Smoke 2),kinetic art,MoMA,5,0,2,"2, soot on paper",51 x 73 cm,1959,0,0,0,0,0,0,1,4,0,2,4,0,0,0,0,5,0,3,"use of soot, repetition & overlapping, quality of material & varying repetition, seems volumetric, darker where overlapped, layers of holes across paper creating shape, uneven edge along the bottom"
368,RenМ© Magritte ,The Thought Which Sees,surrealism,MoMA,4,0,2,"2, pencil on paper",40 x 30 cm,1965,1,0,0,0,0,0,1,4,1,3,2,0,1,4,0,0,5,5,"combination of images together & within images, collage-like, hard to tell relationship of figures, which way each is facing, no facial descriptions, grey tones, striking short lines in some areas parallel, elsewhere crosshatched, surreal"
47,Jan Groth,"2, Untitled ",abstraction,Tate,7,0,2,"2, crayon on paper",63 x 88 cm,1971,0,0,0,0,0,0,0,4,2,1,4,0,2,1,0,0,5,0,"handdrawn lines, varying weights, position on surface, emptiness"
305,Barry Le Va ,Pyramid: Center Points and Lengths (Through Points of Tangency): 3 Layers Separately Overlaid,,MoMA,1,0,2,"2, ink on colored paper",107 x 320 cm,1974,0,0,0,0,0,0,0,4,2,1,0,1,3,3,0,5,5,0,"repetition & system to place lines, 2 colors, system to make work, animates space between almost signature-like marks, diagram-like, the shorter lines are so short that in some ways they read as points, puzzle as to what this is and how it was made"
336,Brion Gysin ,Plateau Beaubourg,,MoMA,9,0,2,"2, ink & cut-and-pasted gelatin silver 5s on paper",28 x 32 cm,1974,1,0,0,0,0,0,0,4,1,3,4,0,2,4,0,0,5,5,"repetition, different sizes & scales, some overlapping, sense of collage, different lines & areas overlapping, complex spatial effects"
136,Arnulf Rainer,Untitled (Death Mask),abstraction,Tate,2,0,2,"2, oil pastel & photograph on paper",59 x 43 cm,1978,1,0,0,0,0,0,0,4,0,1,3,0,4,4,0,0,5,0,"curved overlayered lines drawn over photo, lack of definite edges, multiple looping lines to define an edge, unclear where the edge is"
119,Giuseppe Penone,Study for ‰ЫчBreath of Clay‰ЫЄ ,arte povera,Tate,6,0,2,"2, coffee, graphite & ink on paper",76 x 57 cm,1978,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,5,"differences in transparency, thin wash of coffee & ink, sense of liquid, staining, pour, shape in the space of the paper, hard to tell what this is"
331,Jake Berthot,Third House for Edgar Hofschen #3,,MoMA,1,0,2,"2, ink & pencil on paper",35 x 56 cm,1979,0,0,0,0,0,0,0,2,0,2,3,0,0,4,0,0,5,5,"hand-drawn scribbled marks, thin layers of wash, quality of ink 2 line, searching shaky drawn line in different directions over washy ground, hard to define"
341,Paul Sharits,Spasmatic Pain I (Boulder Community Hospital),,MoMA,1,0,2,"2, felt-tip pen on paper",72 x 51 cm,1981,0,0,0,0,0,0,0,2,1,0,0,3,2,5,0,3,5,0,"overlapping zig-zag lines largely going across the 2 paper, confusing space, quality of marks, particular colors, what are these lines, are they drawn left handed, are some of them very scrawled signatures?"
28,Dennis Creffield,Norwich from the East End: High Summer ,representation,Tate,9,0,2,"2, charcoal on paper",102 x 93 cm,1987,0,1,0,0,0,0,0,4,0,4,4,0,2,1,0,0,5,5,"standing up or falling, lines don't join together much to create shapes, overlapping, gestural markmaking"
317,David Rabinowitch,Helleboros,,MoMA,3,0,2,"2, charcoal & crayon on paper",203 x 229 cm,1990,0,0,0,0,0,0,1,4,2,4,4,0,0,0,0,0,5,0,"repetition & incompleteness, floating repeated varying lines, sense of handmade, uneven edges, varying weights, thick charcoal & thin crayon markmaking"
318,Gerhard Richter ,24.4.90,conceptual,MoMA,5,0,2,"2, pencil on paper",21 x 30 cm,1990,0,0,0,0,0,0,1,2,2,4,5,0,2,2,0,3,5,5,"illusion, possible folds in paper / erasure lines, shadows, varied line orientation, hard to tell the space, lines over the points, different systems"
200,Alison Wilding,Untitled ,conceptual,Tate,9,0,2,"2, charcoal & crayon on paper",37 x 54 cm,1990,0,0,0,0,0,0,0,1,0,4,4,0,1,4,0,3,5,3,"repetition of verticals, markmaking, smudges, empty space, repeated marks, what is the shape"
67,Linda Karshan,Untitled ,abstraction,art-3gallery.com (has work in Tate),1,0,2,"2, charcoal on paper",76 x 56 cm,1994,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,5,0,"markmaking, searching quality, overlayered, variations on similar shape"
302,Markus LМ_pertz,"Untitled (Landschaft, abstrakt)",,MoMA,5,0,2,"2, gouache & oil stick on paper",36 x 50 cm,1997,1,0,0,0,0,0,0,3,0,4,4,1,3,4,0,0,5,5,"overlaying of 2 colors & systems, handdrawn marks, general sense of uncertainty in his work, in markmaking"
298,Eve Aschheim,Stretch,,MoMA,1,0,2,"2, gesso, crayon & pencil on synthetic polymer sheet",31 x 23 cm,1998,0,0,0,0,0,0,1,3,3,4,2,0,4,0,0,0,5,0,"semi transparent, parallel lines in groups overlaid in different directions creating spatial effect"
282,Ellen Gallagher,Watery Ecstatic,conceptual,MoMA,1,0,2,"2, ink, oil, watercolor, pencil, & cut-&-pasted paper on paper",56 x 75 cm,2001,0,1,0,0,0,0,0,2,0,4,4,0,0,3,0,3,5,3,"all off-white, circular lines cut & engraved into paper, sense of movement, scratched into surface of paper, sense of something underneath"
181,Richard Tuttle ,"Dawn, Noon, Dusk: Paper (1)",postminimal,MoMA,1,0,2,"2, watermarked sheet of handmade paper w/ pigment additions, mounted on colored paper in handpainted wooden frame",35 x 40 cm each (suite of 3),2001,0,0,0,0,0,1,0,4,0,2,2,1,2,4,0,0,5,3,"limited use of lines, breaks in line, meandering, relation of lines to each other, lightly checkered diamonds on ground, indeterminate space"
289,William Anastasi,"Pocket 2 - Sept. 24, 2002",conceptual,MoMA,1,0,2,"2, pencil on paper",57 x 72 cm,2002,0,0,0,0,0,0,0,4,1,3,1,0,4,3,0,0,5,3,"repetition, different orientations, grounds much of his work on the idea of chance - here he has folded paper in pocket, walks, uses pencil to graph his movements"
303,Harvey Tulcensky ,Untitled,,MoMA,1,0,2,"2, ballpoint pen on paper",28 x 22 cm,2002,0,0,0,0,0,0,0,4,2,3,4,2,1,2,0,0,5,5,"repetition of parallel lines very close together, handmade variation & use of 2 colors in 2 areas, quality of line / touch / mark & placement"
290,John Bock ,Untitled,,MoMA,5,0,2,"2, coffee & pressure-sensitive tape on cut paper",30 x 21 cm,2002,0,0,0,0,0,0,0,3,0,0,2,0,4,4,0,0,5,5,"cut out folding down, empty space, use of cutting paper so part of image hangs down, use of coffee to paint with"
278,Cai Guo-Qiang,2 for Transient Rainbow,,MoMA,14,0,2,"2, gunpowder on two sheets of paper",455 x 405 cm,2003,0,0,0,0,0,0,1,2,0,3,4,0,0,4,0,5,3,0,"repetition, exploding gunpowder creating dynamic marks, weird, surreal, specific, repeated marks created and act of how the image is created, exploding gunpowder sandwiched bet 2 huge sheets of paper"
284,Anish Kapoor,Untitled,,MoMA,22,0,2,"2, pastel on paper",55 x 75 cm,2003,0,0,0,0,0,0,1,2,0,5,2,4,0,2,0,0,3,5,"deepness of color, shape going from top to bottom, vapourness of edge, depth of color suggesting deep space"
286,Mathias Schmied,Venetian Blinds,,MoMA,26,0,2,"2, cut 5ed paper",76 x 52 cm,2003,0,1,0,0,0,0,0,3,2,4,0,0,0,4,0,0,5,5,"repeated parallel lines lighter lines making rectangle cut by vertical column, w/ slightly darker lines describing a shape, slightly longer on left hand side, empty space, vertical paper, small relative size of shape, light in value, made of very thin strips of cut, 5ed paper"
61,Roni Horn,Then 2,conceptual,Hauser & Wirth Gallery,1,0,2,"2, blue and red pigment and varnish on paper",221 x 257 cm,2006,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,5,0,"floating short lines grouped into almost symbols, in space, reassembled, collage-like, hard to grasp"
225,Aditi Singh,Untitled (diptych),,"Gallery Chemould Prescott Road, Mumbai",22,0,2,"2, charcoal & goauche on Hahnemuhle paper",76 x 183 cm,2011,0,0,0,0,0,0,1,2,0,4,4,0,0,1,0,3,0,5,"smudged areas, abstract, empty space on right, use of 2 sheets of paper & 2 on part of both: joins / doesn't join"
379,Odilon Redon ,Apparition in the Window,,MoMA,4,0,2,"2, charcoal & chalk on paper",46 x 31 cm, 1892,1,0,0,0,0,0,1,1,3,5,2,0,0,0,0,0,5,5,"lighter to denote apparition, charcoal for darker window edge, texture marks w/ charcoal, chalk for much lighter 2, landscape & large figure, to suggest what might be there; symbolist painter"
332,Nasreen Mohamedi ,Untitled,,MoMA,22,0,2,"2, pencil & ink on graph paper",18 x 18 cm,1977,0,0,0,0,0,0,0,1,1,4,1,0,3,0,0,0,5,0,"parallel, angled, differences in repetition, layering of systems, on gridded paper, light marks against light grid w/ some darker lines, lightness of touch, layering of lines at 2 angles & horizontal"
244,Sonya Kelliher-Combs,2 title unknown,,sonyakellihercombs.com/,1,0,2,"2,",,2000,0,1,0,0,0,0,0,4,0,4,3,0,0,0,0,0,5,3,may be not uncertainty but interesting coverage of part of image w/ semi-transparent paper (or 2 on back of paper) to suggest larger area
237,Francisco de Goya y Lucientes ,Dream 1. Universal Language. The Author dreaming,representation,Prado Museum,34,1,2,"2, black chalk, pencil, iron gall ink on dark yellow laid paper",25 x 17 cm,1797,1,0,0,0,0,0,0,3,4,3,1,0,2,4,0,0,5,0,"large bat over sleeping figure, dark areas & empty space, 2 for 5, sense of handdrawn touch, parallel lines, areas not filled in, dream, unease"
372,Hannah HМ¦ch,Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in 5,dada,Artsy also MoMA,5,1,2,"2, collage",114 x 90 cm,1919,1,0,0,0,0,0,0,4,2,4,1,0,1,4,0,3,3,5,"collage, multitude of images of people, objects & places, interspersed w/ text including ""dada"", different sizes, busyness, uses so many parts that it's hard to tell the reading, post WW1 Europe political & social meanings, title, 'Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in 5',  juxtapositions, couples heads of prominent male political figures w/ the bodies of female dancers, gender inequality, political power"
353,Merce Cunningham,Suite by Chance (Movement Chart II C-D-E Extensions),,MoMA,1,1,2,"2, ballpoint pen & pencil on graph paper",18 x 17 cm,1952,1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,5,0,"repetition, grid, notations, words, erasure, scribbles, choice, multidirection notation on squared paper, use of chance, choreographic chart to follow for performance - movement chart II. едМЭМЏchoreography by chance,едМЭеќ a technique in which selected isolated movements are assigned sequence by such random methods as tossing a coin - in Suite by Chance the movement patterns themselves were so constructed"
347,Jean Dubuffet ,Four Scribbles (Quatre gribouillis),,MoMA,4,1,2,"2, ink on paper",27 x 21 cm,1960,1,0,0,0,0,0,0,4,1,1,2,0,2,4,0,0,5,0,"lettering, repetition, overlaying of scribbled writing each almost forming oval shape, suspended in 4 areas one on top of each other, faint backwards letters in some places (on back of paper?)"
338,Mira Schendel ,Untitled from the series Graphic objects (Objetos grМБficos),,MoMA,13,1,2,"2, graphite, transfer type, and oil on paper between
transparent acrylic sheets with transfer type",100 x 100 x 1 cm,1967,0,1,0,0,0,0,1,4,4,4,2,0,2,4,0,3,5,3,"overlaying, scale, use of backwards & forwards letters, repetition w/ different sizes & values, mix of letters, cartographic symbols & sense of landscape, spatial effects"
339,Dick Higgins,Symphony #269 from The Thousand Symphonies,fluxus,MoMA,9,1,2,"2, spray paint on 3 sheets of offset 5ed musical composition paper",57 x 45 cm,1968,0,0,0,0,0,0,0,2,1,1,4,1,0,3,0,0,5,5,"spraying / pouring, sprayed splotches on top of music lines, spatial effects"
